id,SalePrice
1461,122014.72969
1462,160184.796187
1463,174486.175973
1464,195549.591821
1465,199516.445334
1466,170266.491423
1467,170833.011454
1468,160876.999167
1469,185771.708509
1470,118604.908599
1471,192102.686937
1472,98518.4364799
1473,100766.212446
1474,150343.338605
1475,119507.494013
1476,358731.701778
1477,249813.598727
1478,283409.904315
1479,275053.344659
1480,491307.344995
1481,330094.971298
1482,211229.444911
1483,176877.087834
1484,163562.332083
1485,180761.159938
1486,197055.497185
1487,322891.193334
1488,238351.370901
1489,189398.819905
1490,226300.195679
1491,196112.264082
1492,95212.5998903
1493,173975.217638
1494,293053.283294
1495,292811.125862
1496,228401.143784
1497,180061.056002
1498,168439.330202
1499,160177.697538
1500,158520.560004
1501,176591.469955
1502,145822.219968
1503,279413.452116
1504,244150.721102
1505,226099.585195
1506,189008.384683
1507,251327.811017
1508,197020.445274
1509,161456.264673
1510,144234.095142
1511,151544.410914
1512,173756.425186
1513,143095.273602
1514,152838.220156
1515,192749.894891
1516,155085.450578
1517,160658.006686
1518,135346.736059
1519,208967.467246
1520,132313.707545
1521,136314.872472
1522,177677.077585
1523,111956.061383
1524,126565.004899
1525,125326.216855
1526,115446.089014
1527,107618.233156
1528,138689.153092
1529,148628.187371
1530,183338.829709
1531,109817.454667
1532,97441.6920166
1533,148117.974348
1534,122708.798696
1535,146846.905277
1536,109176.028236
1537,53924.2809684
1538,161131.236808
1539,202211.15845
1540,88931.6420535
1541,139864.895082
1542,139307.53354
1543,199391.282528
1544,84744.5173711
1545,116038.188196
1546,129809.035771
1547,137698.226451
1548,131211.105786
1549,119682.655045
1550,131972.297959
1551,108105.549406
1552,133828.371539
1553,148793.919975
1554,122435.253856
1555,157211.610701
1556,85806.8538036
1557,111988.471122
1558,102978.8394
1559,72234.2128061
1560,129139.070384
1561,133192.536595
1562,127796.039845
1563,122602.265271
1564,154456.87229
1565,144119.426383
1566,227790.971181
1567,75069.7115387
1568,234012.283756
1569,131849.421156
1570,139419.702556
1571,119625.105943
1572,144372.321852
1573,232007.509276
1574,111780.739036
1575,227397.562751
1576,236810.342055
1577,173526.507727
1578,146481.318815
1579,143268.226813
1580,190963.358311
1581,147574.83785
1582,126838.722463
1583,309574.278007
1584,225840.678028
1585,139445.378772
1586,73831.5204068
1587,105504.926135
1588,149100.468749
1589,93274.3859889
1590,136071.576936
1591,99466.9984067
1592,113297.860954
1593,127649.822294
1594,127763.821985
1595,111481.818342
1596,227025.106093
1597,186909.933845
1598,215479.316693
1599,161397.037962
1600,156642.421265
1601,62021.8936343
1602,119612.3955
1603,83004.1159775
1604,257963.056074
1605,249897.852427
1606,168379.313096
1607,182619.203064
1608,210628.856821
1609,178629.309806
1610,144144.406743
1611,137395.379417
1612,166246.883876
1613,159601.822859
1614,127381.755656
1615,92876.7759051
1616,83647.2449048
1617,95056.7417425
1618,128116.713707
1619,134509.277675
1620,135625.185838
1621,137467.81781
1622,139426.106435
1623,272813.70033
1624,217782.499268
1625,125065.815034
1626,169354.12921
1627,188077.422992
1628,280074.438234
1629,169951.185343
1630,351159.711682
1631,226574.737636
1632,248005.692342
1633,163457.872346
1634,180417.66055
1635,177755.745804
1636,153871.672425
1637,189831.711155
1638,189618.169123
1639,182529.491064
1640,256587.51081
1641,177545.190737
1642,240593.036995
1643,222031.715404
1644,234696.530149
1645,192752.73754
1646,159354.940227
1647,163392.511295
1648,127529.385825
1649,139962.969122
1650,111687.732682
1651,117099.649446
1652,101348.096399
1653,103315.811947
1654,145834.191619
1655,142287.836667
1656,142963.960253
1657,147330.880608
1658,145233.611608
1659,125701.400704
1660,146955.685611
1661,441736.914319
1662,401651.155162
1663,380510.827472
1664,511537.28516
1665,305094.97529
1666,312853.438971
1667,381687.751032
1668,334974.481157
1669,294801.221676
1670,341064.836192
1671,260446.475607
1672,431371.649513
1673,293056.616587
1674,245137.186516
1675,192534.126751
1676,192622.771471
1677,216718.346916
1678,481704.083666
1679,378326.965966
1680,326268.497104
1681,239071.545497
1682,303710.082436
1683,185704.12123
1684,175410.819345
1685,171951.697383
1686,170916.381718
1687,165635.566271
1688,190915.787333
1689,195527.777469
1690,197279.426038
1691,183619.185496
1692,260776.376475
1693,165460.363408
1694,179299.412514
1695,159184.507728
1696,274384.804904
1697,164792.270593
1698,342305.4568
1699,312473.157377
1700,247715.718038
1701,270903.003131
1702,243538.6059
1703,239288.450419
1704,280977.57438
1705,231186.44095
1706,419519.244781
1707,201610.767031
1708,199007.08206
1709,280976.878546
1710,224252.687092
1711,261067.417334
1712,259171.102424
1713,265967.55233
1714,226881.377631
1715,204871.572338
1716,183256.841719
1717,173855.731619
1718,131346.278503
1719,206423.416691
1720,238101.297699
1721,166456.790111
1722,123536.981109
1723,153133.890466
1724,199940.295982
1725,241698.481775
1726,187540.430015
1727,152454.407055
1728,180176.856814
1729,158588.019879
1730,147713.190688
1731,121072.735429
1732,132964.155303
1733,117931.146423
1734,122332.592139
1735,126230.914649
1736,111781.987191
1737,310698.775567
1738,240544.928274
1739,251973.18516
1740,217273.264489
1741,187749.43722
1742,173460.505182
1743,176060.910287
1744,335227.916381
1745,215750.751441
1746,184472.697259
1747,216059.877972
1748,222548.628808
1749,141976.782736
1750,129453.33832
1751,246950.180407
1752,119320.209737
1753,145856.165512
1754,199050.871569
1755,172739.933823
1756,124910.820135
1757,122399.765345
1758,144825.32972
1759,164201.470912
1760,160595.915276
1761,147089.374966
1762,171220.445419
1763,184933.648519
1764,118207.027681
1765,170983.379417
1766,190164.572564
1767,219304.261358
1768,143536.382132
1769,173890.757035
1770,150144.228138
1771,121195.579388
1772,137570.265977
1773,125483.086591
1774,138699.117539
1775,142068.908112
1776,129205.695609
1777,111214.323545
1778,137218.24661
1779,120190.44034
1780,174878.603268
1781,127411.675209
1782,88291.456238
1783,144860.666248
1784,110020.952562
1785,126707.48998
1786,149973.813814
1787,169129.174683
1788,59537.2164124
1789,102139.443775
1790,81964.292816
1791,183911.62061
1792,158727.377663
1793,132410.391017
1794,149830.803035
1795,139071.439289
1796,128357.937519
1797,114077.045361
1798,121117.651242
1799,117930.149038
1800,129338.424126
1801,129481.519631
1802,136453.2556
1803,149961.236146
1804,134972.056631
1805,136403.76039
1806,128723.67965
1807,132026.260094
1808,120550.40141
1809,117762.165137
1810,133333.012114
1811,90194.5255034
1812,96013.2993795
1813,124483.241406
1814,94942.2770342
1815,56278.1436366
1816,96683.0467351
1817,105922.97957
1818,151913.327714
1819,132886.93044
1820,65177.5381276
1821,116370.407325
1822,153154.351638
1823,51289.1847397
1824,128553.717699
1825,136035.828103
1826,108496.844825
1827,103212.005058
1828,132991.423047
1829,115157.63817
1830,146132.210997
1831,152792.670274
1832,75524.7245989
1833,139333.696048
1834,125504.537296
1835,125723.405814
1836,130515.261564
1837,92269.6130154
1838,130610.121961
1839,104425.152836
1840,138410.44302
1841,134076.440768
1842,90865.6896199
1843,129892.788966
1844,133443.44625
1845,139881.375999
1846,156972.563898
1847,161194.410883
1848,58703.1257123
1849,113797.076261
1850,119525.644855
1851,156530.62281
1852,126087.677976
1853,129179.12538
1854,164129.581433
1855,145675.555463
1856,231122.14867
1857,146319.813661
1858,130439.706016
1859,116166.315309
1860,147882.748913
1861,116270.616202
1862,298281.232081
1863,283066.204411
1864,283130.771287
1865,335643.291687
1866,325437.697259
1867,230404.320746
1868,287479.501344
1869,201947.845506
1870,223515.34931
1871,243124.977861
1872,173232.896257
1873,252444.167375
1874,149909.992271
1875,199267.490628
1876,193267.537261
1877,213341.074486
1878,205413.740069
1879,129973.520998
1880,128408.86928
1881,246188.141697
1882,256784.618621
1883,188755.12425
1884,209508.731556
1885,246979.704945
1886,284818.441451
1887,216539.459728
1888,272851.565344
1889,168706.217055
1890,121121.759831
1891,128376.043182
1892,101900.052713
1893,132142.640969
1894,130212.257246
1895,137868.653958
1896,126818.295111
1897,120026.807288
1898,117883.050767
1899,160275.208824
1900,157434.391897
1901,162697.522752
1902,152840.762873
1903,220893.676225
1904,138933.823056
1905,204736.979984
1906,141585.183
1907,218346.807399
1908,110374.364536
1909,133782.183559
1910,121615.903913
1911,205827.806626
1912,341756.283012
1913,140190.560442
1914,66557.7324189
1915,296194.31105
1916,66898.1981041
1917,254939.684732
1918,141870.86411
1919,173233.003936
1920,154623.412007
1921,386274.549672
1922,312181.515991
1923,216546.310727
1924,230332.987115
1925,198509.882812
1926,376339.371214
1927,133191.899151
1928,148744.103564
1929,125912.960021
1930,129257.172631
1931,142372.016089
1932,139705.616833
1933,174613.078562
1934,179358.914668
1935,168414.870419
1936,189454.058157
1937,177817.5193
1938,166734.71928
1939,248287.499514
1940,197279.792345
1941,169365.548807
1942,183634.526966
1943,209435.419985
1944,348267.146437
1945,384104.915397
1946,137439.086558
1947,306523.63539
1948,177943.912565
1949,249021.727571
1950,184468.951863
1951,258792.742666
1952,218155.381457
1953,170380.600617
1954,183003.088841
1955,134390.586995
1956,322008.716196
1957,154728.15404
1958,305591.46615
1959,145271.865759
1960,112631.280178
1961,124043.012143
1962,100467.664061
1963,108206.5644
1964,108495.845897
1965,145724.100257
1966,140173.320646
1967,286677.883696
1968,407049.40009
1969,376493.873049
1970,412866.29904
1971,479512.169714
1972,373208.838355
1973,265111.838573
1974,323132.125833
1975,538626.694016
1976,272845.331886
1977,346761.957585
1978,348066.162084
1979,330418.476494
1980,204005.942672
1981,342269.080991
1982,216986.851723
1983,200763.004743
1984,169664.913433
1985,222026.442342
1986,208692.252537
1987,179391.526471
1988,172924.227327
